version,scope,n,local_em_pct,local_f1_pct,avg_nonroot_nodes,avg_max_depth,avg_debate_groups,source
v0 initial LDT,gold-context pilot,8,87.5,87.5,2.5,2.25,0.5,docs/ldt/v0_algorithm_iteration.md + results/ldt/v0/*.jsonl
